# Output of restore_tide_db.
# This file was converted from harmonics-dwf-20071228-free.tcd
# at 2007-12-28 18:19 EST
#
# ** The following boilerplate text is a placeholder only.  Please       **
# ** replace it with the boilerplate and changelog available separately. **
#
# Definitions and constants for XTide
#
# NOTE:  This file should not be used as-is to provide a constituent
# set to harmgen because it may contain multiple constituents with the
# same frequency.  A better constituent set is included in the harmgen
# distribution (see the README).
#
#
# ********* NOT FOR NAVIGATION ********
#
# *** DO NOT RELY ON THIS DATA FILE FOR DECISIONS THAT CAN RESULT IN ***
# ***                   HARM TO ANYONE OR ANYTHING.                  ***
#
# This data file is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
#
# Highly trustworthy tide predictions cannot be achieved on a zero
# budget.  If you need guaranteed results, don't use this data!
# Contact the tide authority for your region (NOAA in the U.S.).
#
# WHOSOEVER CHOOSES TO REDISTRIBUTE THIS DATA ASSUMES ALL LIABILITY
# ASSOCIATED THEREWITH.  NEITHER DAVID FLATER NOR ANYONE ELSE INVOLVED
# SHALL BE LIABLE PERSONALLY OR OTHERWISE FOR ANY LOSSES THAT THE
# REDISTRIBUTOR MIGHT SUFFER AS A CONSEQUENCE OF ANY CLAIMS, BOGUS OR
# OTHERWISE, THAT ARE MADE TO THIS DATA.
#
#
# ------------- Begin congen output -------------
#
# Number of constituents
175
#
# Constituent speeds
# Format:  identifier [whitespace] speed [CR]
# Speed is in degrees per solar hour.
# Identifier is just a name for the constituent.  They are for
# readability only; XTide assumes that the constituents will be listed
# in the same order throughout this file.
114.67 350.03 307.25 251.54 162.93  40.89   8.31 322.08 226.11 102.95
 67.71  18.78 297.89 161.79 113.69  62.72   0.43 215.31 152.71 103.47
 57.27 277.73 197.06 153.55 119.70 349.35 256.17 214.73 180.42  51.41
326.21 272.49 227.25 100.39  31.62 322.14 265.38 143.40  91.97  17.21
307.28 193.33 156.56  84.78   3.36 254.02 219.12 152.38  70.52 311.44
267.40 208.71 135.18 358.44 305.66 255.51 197.23  46.62 346.14 306.04
264.37 106.17  40.01   6.59 329.46 175.67 104.72  64.26  19.87 240.59
166.83 109.89  59.22 292.92 227.31 153.15  99.13 345.07 295.83 205.30
151.36 119.02  77.28 345.09 287.47 177.37 130.77  55.77 347.10 222.64
172.31 114.41  43.54 262.81 212.52 169.22 109.96 309.82 263.64 230.94
181.13  11.99 325.48 290.38 239.07  83.40  23.42 336.05 284.33 147.06
 75.29  14.55 325.89 205.42 135.56  58.26  16.40 268.82 206.42 116.76
 77.55 329.75 270.23 185.83 134.66  16.45 321.32 251.00 182.94  54.39
  5.55 312.39 235.60  96.04  56.11  18.15 300.71 151.86 116.92  81.16
  9.55 218.12 173.91 129.54  68.70 281.64 219.93 167.91 117.23 343.63
266.25 208.42 168.67  51.80 323.23 262.25 229.52 117.64  32.37 326.35
286.93 168.44  99.62  27.15 331.87 208.25 153.99  86.46  13.86 248.46
207.34 155.07  64.27 300.87 268.71 224.25 129.73   3.48 326.96 278.60
201.11 135.09  84.87  34.21 334.70 189.81 124.29  74.99  30.99 254.81
170.33 126.40  93.47 326.28 231.64 188.08 152.97  25.74 302.37 245.20
198.39  72.59   6.67 295.49 236.50 115.09  66.43 353.38 279.75 166.10
130.84  62.86 337.78 227.25 192.04 128.51  45.83 283.77 238.70 181.97
110.36 330.80 276.57 227.57 172.48  21.16 318.09 278.83 239.42  83.61
 13.73 339.80 302.97 153.27  79.17  36.42 351.53 215.23 141.43  81.56
 30.14 265.62 202.94 126.23  70.78 318.04 271.91 180.95 124.65  19.24
338.56 249.40 188.19  76.43  29.91 318.45 247.71 120.77  70.33  14.83
305.54 161.69 110.93  69.45  13.75 210.69 163.53 131.36  83.75 275.12
225.83 189.56 139.21 346.53 283.28 234.00 182.83  48.42 336.24 272.79
224.33 106.25  39.29 318.08 276.13 169.59 110.60  18.68 337.69 229.20
171.88  88.48  34.00 274.42 220.62 152.95  82.75 312.26 264.21 213.98
138.06 355.19 315.78 279.50 205.52  52.88  16.98 341.04 272.99 119.90
 72.96  27.72 329.16 183.45 118.84  65.64  16.33 245.92 167.07 107.14
 68.41 314.02 226.86 162.68 129.60  18.20 296.83 227.36 185.86  67.07
  1.45 288.26 230.18 106.06  53.79 348.87 273.36 146.95 107.32  58.33
326.10 200.92 168.91 125.86  33.66 263.97 225.93 177.97 103.93 322.21
269.73 219.18 162.24  18.33 309.75 260.28 218.28  85.54 357.64 313.14
280.85 156.19  61.14  15.17 339.02 213.09 132.14  71.65  23.13 258.13
195.06 122.87  61.43 300.46 254.37 183.61 106.18 352.70 318.63 254.17
166.19
2ML2S2
 75.86 101.08 114.44 147.07 194.86 177.01 176.70 207.16 263.21 252.35
252.27 278.53 329.66 313.15 329.62 347.33  23.41   1.92  34.21  53.32
 72.47  49.62  95.56 128.57 128.69 108.43 164.57 207.06 199.82 178.44
231.93 271.72 279.54 245.24 285.86 323.61 350.04 306.70 332.83  12.31
 54.83  17.08  25.14  70.34 125.21  96.65  92.19 139.48 193.89 166.67
170.19 205.20 248.67 223.60 243.55 262.79 294.75 274.57 311.85 325.81
344.61 332.45  24.40  41.34  48.64  41.09  94.91 116.90 123.76 106.46
151.15 181.18 196.37 161.41 197.35 235.93 266.37 217.54 245.79 294.41
341.46 285.05 307.61   2.91  54.50   2.50  20.27  68.53 112.87  75.38
 90.34 122.12 160.17 135.66 158.78 173.34 208.04 195.76 235.25 233.44
268.22 324.60  11.58   8.11  39.21  30.91  73.03  86.75 106.81  84.13
122.52 153.34 171.20 132.25 170.69 216.10 245.57 187.22 229.75 285.78
324.69 257.34 299.55 353.17  30.59 336.70   5.44  46.79  83.80  48.32
 65.27  93.25 133.31 114.63 133.50 144.92 191.78 185.98 212.30 211.37
260.88 254.87 284.07 288.40 325.94 309.52 343.11   1.52  22.18 355.42
 35.30  70.86  82.79  45.02  93.81 144.57 155.86 108.79 162.58 215.54
232.65 183.01 227.52 271.87 299.75 254.48 281.50 318.19 356.24 324.42
335.77   6.66  55.63  40.55  40.71  68.45 124.43 114.34 117.79 140.49
189.80 173.10 193.00 209.26 242.69 220.86 255.33 276.51 292.64 269.03
316.63 353.08 351.00 329.40  25.95  70.21  64.41  39.96  92.15 132.52
143.75 166.45 204.96 243.02 272.23 229.13 252.33 291.75 336.47 302.08
306.33 351.12  46.91  21.51  15.59  60.76 114.36  88.92  94.27 125.82
167.74 143.72 166.53 184.07 213.81 194.18 234.24 249.92 265.00 253.14
306.60 327.35 330.99 322.25  15.77  40.95  47.00  26.72  70.38 102.37
119.48  81.71 116.20 155.93 189.56 140.03 165.68 215.14 264.45 210.43
229.27 284.06 335.95 288.04 302.67 348.64  32.47 357.96  12.88  41.74
 79.04  56.30  82.35  94.36 127.64 116.68 159.27 157.03 189.46 185.83
233.88 233.44 260.96 250.98 293.19 310.45 328.43 303.27 341.56  14.78
 34.21 352.15  30.11  77.36 110.37  49.11  90.67 147.23 188.33 121.49
160.92 213.38 251.75 200.86 226.33 265.77 303.32 270.70 287.24 312.51
352.78 336.49 358.25   5.77  52.54  47.79  77.52  74.32 122.05 115.35
146.75 152.07 186.32 168.52 203.45 224.50 243.02 214.32 254.99 293.49
306.29 265.21 314.52   6.96  21.70 330.85  23.67  76.46  97.12  45.83
 87.61 131.09 161.25 117.34 141.45 176.97 216.38 187.76 197.63 226.43
276.42 263.81 265.37 289.92 345.56 335.95 343.30   2.56  49.78  32.77
 55.88  71.41 102.05  79.72 116.18 139.98 153.19 128.57 177.66 217.40
213.89 190.50 247.21 292.88 289.40 261.50 312.18 352.94   7.63 327.69
  3.94  42.11  73.90  31.77  51.91  91.17 137.89 106.94 107.76 151.98
208.41 185.55 179.22 221.97 274.54 250.41 258.17 286.41 326.61 303.39
329.05 345.58  12.86 353.69  36.31  54.28  65.57  53.88 108.53 132.80
133.54
SKM2
 88.87 342.97 238.50 135.87  35.12 322.37 224.53 127.53  30.98 320.84
224.02 126.49  27.82 313.97 211.92 107.99   2.46 282.28 175.44  68.97
323.55 246.11 144.22  44.15 305.59 234.48 137.70  41.21 304.64 233.95
136.02  36.80 295.91 219.47 114.87   8.88 262.14 181.71  75.57 330.73
227.66 152.85  53.41 315.32 218.17 147.91  51.43 314.72 217.39 145.37
 45.54 303.92 200.40 121.54  15.18 268.35 161.73  82.37 338.17 235.85
135.39  62.87 325.20 228.30 131.78  61.62 324.71 227.02 128.13  54.00
311.64 207.42 101.69  21.41 274.58 168.24  63.05 345.90 244.32 144.52
 46.16 335.19 238.49 142.01  45.39 334.59 236.48 137.01  35.82 319.08
214.21 108.06   1.26 280.89 174.91  70.34 327.57 253.06 153.87  55.96
318.92 222.35 125.85  29.07 291.60 219.37 119.28  17.36 273.55 194.46
 87.98 341.14 234.62 155.46  51.55 309.53 209.34 137.05  39.52 302.71
206.22 136.02  39.02 301.16 202.05 127.63  24.97 280.48 174.55  94.20
347.40 241.20 136.24  59.40 318.12 218.57 120.40  49.56 312.92 216.44
119.76  48.84 310.54 210.82 109.34  32.29 287.18 180.88  74.05 353.75
247.96 143.65  41.19 326.96 228.00 130.26  33.33 323.15 226.64 129.77
 32.15 319.71 219.33 117.11  13.00 293.70 187.12  80.28 333.88 254.94
151.33  49.62 309.70 237.62 140.24  43.50 307.03 236.78 139.67  41.64
302.28 227.56 124.59  19.84 273.74 193.32  86.58 340.53 235.84 159.30
 58.31 319.02 221.04 150.31  53.72 317.24 220.49 149.43  50.93 310.95
209.15 105.46   0.12 253.69 146.85  66.63 321.04 217.01 114.86  40.91
302.17 204.58 107.74  37.59 301.05 204.09 106.31  33.64 292.99 190.46
 86.08   6.59 259.92 153.10  46.83 328.13 224.81 123.40  23.74 311.86
214.60 117.93  21.46 311.16 213.93 115.72  16.11 301.10 197.83  92.83
346.58 266.12 159.43  53.56 309.13 232.90 132.20  33.14 295.33 224.71
128.16  31.66 294.83 223.63 124.92  24.67 282.57 204.94  99.38 352.84
245.99 165.89  60.51 316.77 214.93 141.26  42.73 305.29 208.53 138.40
 41.82 304.75 206.80 133.90  32.95 290.11 185.46 105.79 359.05 252.28
146.16  67.71 324.69 223.58 124.18  52.48 315.35 218.74 122.27  51.90
314.54 216.13 116.26  40.94 297.37 192.13  85.74   5.25 258.66 152.98
 48.83 332.91 232.49 133.66  36.02 325.49 228.98 132.45  35.53 324.17
225.24 124.70  22.30 304.38 198.62  91.98 345.15 265.17 160.03  56.59
315.05 241.65 143.32  46.02 309.33 239.21 142.58  45.39 307.26 234.11
132.87  29.72 284.81 204.98  98.18 351.47 245.52 167.34  64.63 323.81
224.66 153.14  56.12 319.55 223.07 152.62  55.12 316.50 216.36 140.74
 36.87 291.40 184.90 104.40 357.90 252.44 148.58  72.97 332.83 234.22
136.72  66.29 329.79 233.23 136.21  64.68 325.52 224.69 121.97  43.78
297.83 191.12  84.32   4.49 259.59 156.46  55.22 342.08 243.95 146.77
 50.14 340.02 243.32 146.02  47.69 334.28 232.74 129.29  24.13 304.15
197.33  90.69 344.93 267.02 164.62  64.09 325.17 253.82 156.90  60.37
323.85
2MS2K2
182.26  34.06 243.00  88.27 289.77  75.26 270.94 104.93 298.03  78.31
271.95 107.02 304.35  92.06 296.15 144.02 355.07 155.43   9.12 222.06
 72.90 227.78  71.56 271.71 108.83 251.04  84.60 277.58 110.72 252.10
 87.95 286.39 128.18 281.05 130.26 342.24 195.71 356.58 208.86  58.54
264.68  54.30 253.18  89.36 283.65  64.18 257.13  90.56 285.23  69.27
268.93 112.16 319.20 116.92 329.64 183.30  36.54 195.27  43.65 248.30
 89.23 234.25  69.60 263.40  96.43 236.76  70.58 265.96 103.74 252.01
 96.72 305.16 156.63 317.18 170.84  23.53 233.91  28.19 231.36  70.97
267.68  49.61 243.02  75.98 269.22  50.83 247.04  85.97 288.36  81.85
291.58 143.89 357.47 158.23  10.17 219.33  64.85 213.88  52.27 248.08
 82.16 275.31 108.29 301.86 136.80 281.25 121.44 325.27 172.90 331.07
184.03  37.71 250.76  49.08 256.90 100.94 301.31  85.90 280.95 114.58
307.56  87.96 281.97 117.67 315.91 104.75 310.07 159.05  10.89 171.60
 25.20 237.61  87.51 241.20  83.77 282.87 119.19 260.87  94.16 287.12
120.47 262.33  98.92 298.35 141.33 295.42 145.64 358.24 211.90  12.51
224.09  72.71 277.62  66.07 264.00  99.48 293.35  73.70 266.72 100.46
295.70  80.59 281.33 125.78 333.99 132.59 345.76 199.43  52.24 210.11
 57.34 260.77 100.59 244.76  79.53 273.00 105.95 246.44  80.67 276.73
115.45 264.87 110.81 320.33 172.52 333.35 186.85  38.94 248.32  41.40
243.37  81.97 277.92  59.37 252.56  85.53 279.02  61.15 258.14  98.11
301.69 149.08 359.75 212.61  66.31 226.73  77.92 285.98 130.28 278.18
115.66 310.84 144.52 284.82 117.90 311.83 147.38 292.72 134.02 339.08
187.84 346.83 200.17  53.79 266.34  63.74 270.38 113.21 312.51  96.29
290.79 124.13 317.07  97.67 292.14 128.56 327.78 117.80 324.34 174.35
 26.84 187.77  41.13 252.87 101.73 254.19  95.59 293.72 129.33 270.57
103.67 296.68 130.33 272.74 110.15 310.66 154.85 310.12 161.24  14.32
228.02  28.22 238.98  86.46 290.14  77.48 274.54 109.42 302.94  83.20
276.37 110.50 306.40  92.21 294.10 139.78 349.08 148.42   1.90 215.45
 67.69 224.58  70.61 272.84 111.63 255.03  89.29 282.52 115.47 256.20
 90.92 287.74 127.48 278.11 125.25 335.74 188.52 349.49 202.69  54.04
262.34  54.18 255.01  92.68 287.96  69.01 262.05  95.10 288.94  71.66
269.52 110.59 315.41 111.24 322.76 176.04  29.70 189.65  39.94 246.83
 89.90 236.71  73.35 267.96 101.34 241.57  74.85 269.21 105.47 251.78
 94.26 300.56 150.38 310.05 163.63  17.06 228.95  25.32 230.74  72.37
270.68  53.72 247.76  80.90 273.87  54.75 249.76  86.99 287.28  78.52
286.25 137.19 350.21 151.20   4.19 215.12  62.85 214.07  54.34 251.57
 86.55 227.43  60.42 253.55  87.58 230.64  68.97 270.61 116.05 272.44
124.33 337.76 191.35 351.01 200.81  47.09 249.55  35.85 232.11  66.47
259.72  39.96 233.35  67.97 264.62  51.44 254.53 101.43 311.74 111.70
325.35 178.62  30.14 185.96  30.76 231.81  69.65 212.36  46.20 239.26
 72.29
MKL2S2
164.73  84.05 352.95 282.93 229.97 139.38  41.23 334.69 294.20 213.19
116.30  45.02 357.49 267.12 181.54  95.32  25.88 284.20 209.65 122.29
 36.02 295.73 239.78 172.72  74.27 342.91 302.27 248.27 144.46  52.39
  7.95 308.52 215.46 104.71  40.73 332.49 252.18 128.41  48.40 343.04
282.49 169.93  78.54  25.66 343.39 244.56 143.62  94.20  51.27 312.03
215.73 149.12  89.07 345.14 258.73 171.14  96.48 356.93 290.03 201.66
120.00  35.32 349.60 269.64 180.42 102.71  59.62 343.92 251.89 160.46
102.79  28.60 298.06 182.82 111.93  44.17 329.42 203.45 130.11  78.92
 27.63 260.25 186.10 144.92  99.89 337.08 256.75 205.55 148.70  34.45
304.55 230.18 161.43  56.54 333.69 243.67 175.61  88.83  29.11 289.40
227.14 186.94 137.44  37.18 330.81 250.28 192.31 104.12  20.35 278.59
210.51 134.48  45.81 287.71 222.24 165.63  94.91 324.27 269.28 228.50
170.91  33.36 338.57 294.33 232.63 104.33  30.41 327.27 258.35 142.51
 52.67 334.45 269.56 174.04  91.61   3.49 312.19 235.54 165.22  67.81
 20.64 303.70 234.62 139.22  75.28 341.81 270.29 182.40  96.23 349.16
283.26 214.51 123.98  11.99 321.81 274.83 189.18  71.94  29.22 345.31
264.80 142.71  86.86  28.98 312.76 188.18 108.62  38.48 330.12 219.37
127.09  56.27   5.33 278.17 180.94 111.95  71.46 351.12 257.46 182.13
132.07  40.66 317.60 229.09 156.43  54.18 341.90 257.04 168.48  68.33
 14.95 312.09 212.04 119.71  79.67  27.45 284.90 189.39 143.08  83.47
352.90 271.91 205.08 136.71  59.08 295.77 213.37 148.76  91.33 342.99
248.50 195.70 154.65  59.10 316.64 264.84 220.67 122.56  27.26 316.28
253.82 150.31  66.44 337.18 260.64 162.31  99.05  13.32 288.75 205.00
161.21  85.28 352.46 273.41 229.70 156.67  63.11 327.83 268.21 195.20
106.06 347.82 275.64 209.49 138.69  12.93 297.88 248.28 199.78  75.15
357.43 315.72 270.79 151.67  67.59  13.31 315.04 202.90 112.26  34.58
325.03 222.19 142.86  51.13 342.57 257.94 202.00 102.32  37.99 324.24
275.69 178.19 107.76  24.88 326.14 240.56 153.89  49.06 340.61 267.05
180.37  59.86 354.81 300.94 234.56 101.59  46.02   5.97 310.60 173.39
115.46  69.51   8.01 241.80 163.70  97.90  29.06 275.96 185.90 105.49
 41.61 309.39 230.75 139.43  88.55  13.28 306.50 206.76 157.58  79.52
 11.99 276.78 208.62 112.90  42.06 316.48 228.17 119.49  55.02 350.07
261.34 146.85  97.84  52.98 331.03 210.06 166.25 121.85  44.39 279.93
220.48 160.82  86.07 322.31 239.63 168.44 101.90 355.10 262.26 190.24
141.08  56.95 321.49 249.48 208.62 128.57  38.43 319.06 266.14 173.51
 92.75   2.81 286.95 184.12 114.08  32.42 301.76 201.53 150.49  91.61
350.61 256.78 217.00 166.11  65.61 326.18 277.70 217.63 129.60  11.47
301.78 233.23 158.22  36.27 311.51 247.63 193.11  89.02 351.71 298.75
258.55 165.57  62.54   7.99 322.23 224.68 130.91  55.69 350.74 247.54
166.38  76.27 357.79 260.71 200.94 118.37  30.74 307.70 265.43 193.17
 97.39
M2(KS)2
133.45 222.09 314.06  50.32 151.06 235.38 343.30  93.40 204.68 295.68
 46.24 154.94 260.78 342.39  80.04 173.26 262.77 329.49  55.94 143.25
233.01 306.12  44.13 146.51 252.61 341.06  91.74 203.18 314.41  43.94
151.65 256.11 356.50  71.96 163.62 252.05 338.74  44.87 132.95 224.06
319.30  38.61 142.52 249.81 359.52  90.19 201.66 312.51  61.73 147.86
250.83 349.50  83.68 153.48 241.06 327.52  54.48 123.12 215.73 312.72
 54.15 139.05 247.39 357.75 109.12 200.05 310.38  58.69 163.97 244.90
341.82  74.37 163.40 229.89 316.37  43.97 134.27 208.07 306.81  49.84
156.46 245.28 356.14 107.62 218.71 307.95  55.19 159.05 258.73 333.46
 64.51 152.56 239.12 305.38  33.86 125.57 221.54 301.56  46.08 153.82
263.81  15.03 126.47 237.13 346.00  71.62 173.94 271.89   5.39  74.67
161.96 248.40 335.59  44.70 137.97 235.68 337.78  63.22 171.95 282.53
 33.97 124.81 234.88 342.77  87.48 167.73 263.93 355.85  84.44 150.76
237.30 325.23  56.08 130.59 230.04 333.70  80.80 169.94 280.97  32.45
143.38 232.31 339.07  82.31 181.28 255.31 345.80  73.50 159.98 226.41
315.31  47.65 144.33 225.04 330.14  78.30 188.57 279.47  30.85 141.29
249.77 334.84  76.49 173.72 266.54 335.32  62.36 148.82 236.28 305.91
 39.87 138.31 241.07 327.04  76.14 186.93 298.41  29.12 138.91 246.35
350.46  70.00 165.48 256.78 344.97  51.14 137.80 226.10 317.55  32.77
132.94 237.21 344.78  74.23 185.40 296.85  47.60 136.18 242.44 345.03
 83.28 177.06 267.01 354.42  80.85 147.49 236.85 329.84  67.24 148.62
254.27   2.83 113.34 204.32 315.62  65.81 173.88 258.40 359.37  95.88
188.05 256.38 343.23  69.74 157.51 227.68 322.34  61.49 164.88 251.35
  0.78 111.74 223.24 313.80  63.29 170.26 273.77 352.60  87.37 178.09
265.92 331.99  58.80 147.52 239.58 315.52  56.38 161.23 269.23 358.95
110.23 221.64 332.19  60.39 166.13 268.06   5.59  78.25 167.68 254.83
341.25  48.16 138.02 231.69 329.82  51.87 158.05 267.00  17.72 108.75
219.94 329.85  77.49 161.42 261.69 357.47  89.02 156.93 243.61 330.21
 58.34 129.10 224.47 324.34  68.36 155.30 265.04  16.16 127.64 218.04
327.19  73.66 176.53 254.64 348.70  78.86 166.37 232.38 319.39  48.55
141.26 217.94 319.48  64.90 173.32 263.30  14.67 126.00 236.31 324.12
 69.29 170.55 267.34 339.33  68.30 155.22 241.68 308.89  39.29 133.65
232.51 315.22  61.91 171.21 282.12  13.17 124.22 233.84 341.01  64.33
163.89 258.95 349.89  57.42 143.98 230.73 319.25  30.63 126.72 227.29
331.92  59.31 169.34 280.58  32.03 122.22 231.01 336.96  79.17 156.55
249.92 339.56  66.79 132.78 220.03 309.68  43.06 120.47 222.69 328.66
 77.46 167.66 279.10  30.33 140.38 227.75 332.35  72.91 168.98 240.33
328.86  55.60 142.14 209.69 300.66  35.73 135.32 218.65 325.83  75.45
186.53 277.58  28.47 137.76 244.45 327.13  65.97 160.32 250.69 317.88
 44.36 131.29 220.25 292.27  29.08 130.36 235.56 323.37  73.67 185.01
296.38
2SN(MK)2
234.79 151.82  67.27 340.67 251.95 146.31  54.22 321.13 227.50 118.76
 25.46 293.02 201.90  97.53  10.28 285.12 201.74 104.44  22.52 300.18
216.68 116.34  28.91 299.42 208.18 100.61   7.26 273.55 179.95  71.88
339.89 249.43 160.87  59.41 335.00 252.13 170.09  73.08 350.37 266.23
180.12  76.83 346.62 254.83 161.92  53.33 319.61 226.18 133.49  27.00
297.23 209.49 123.88  25.12 302.66 220.72 138.55  40.34 315.48 228.54
139.49  33.58 301.30 208.09 114.42   5.71 272.51 180.25  89.40 345.35
258.44 173.60  90.45 353.26 271.32 188.85 105.09   4.41 276.64 186.84
 95.37 347.63 254.19 160.47  66.92 318.99 227.22 137.04  48.82 307.70
223.58 140.90  58.92 321.84 238.95 154.51  68.06 324.43 233.94 141.93
 48.90 315.29 221.59 128.24  35.72 289.47 200.00 112.60  27.32 288.80
206.47 124.55  42.28 303.84 218.66 131.38  42.02 295.85 203.39 110.08
 16.37 267.71 174.63  82.56 351.97 248.24 161.68  77.14 354.20 257.09
175.12  92.49   8.47 267.46 179.35  89.26 357.56 249.67 156.15  62.43
328.95 221.17 129.62  39.73 311.84 211.06 127.21  44.69 322.75 225.59
142.50  57.76 330.97 227.02 136.25  44.06 310.89 202.19 108.51  15.27
282.93 176.93  87.78   0.73 275.77 177.48  95.28  13.35 290.94 192.25
106.75  19.12 289.45 183.03  90.40 357.00 263.27 154.66  61.72 329.86
239.55 136.15  49.93 325.69 242.94 145.90  63.88 341.07 256.76 155.41
 66.96 336.58 244.66 136.63  43.05 309.34 215.95 108.32  17.01 287.42
199.88 114.46  30.87 308.49 226.57 129.31  46.00 320.95 233.82 129.55
 38.53 306.14 212.87 104.14  10.50 277.36 185.21  79.47 350.64 263.93
179.27  81.21 359.09 277.14 194.58  95.64   9.80 281.84 191.87  85.22
352.44 258.95 165.22  56.68 323.87 232.23 142.21  39.14 313.25 229.29
146.71  49.72 327.62 244.62 160.02  58.33 329.55 238.90 146.78  38.62
304.99 211.30 118.00  10.55 279.48 190.20 103.00   2.87 279.53 197.27
115.35  17.97 294.42 209.05 121.56  16.98 285.71 193.15  99.78 351.02
257.43 164.43  72.47 327.01 238.51 152.14  67.79 329.92 247.89 165.89
 83.16 343.94 257.76 169.45  79.19 332.32 239.40 145.84  52.11 303.65
211.00 119.59  29.87 287.15 201.59 117.90  35.47 298.51 216.31 133.10
 48.19 306.15 217.05 126.13  33.81 285.54 191.87  98.21   5.03 257.76
166.95  77.99 351.14 251.33 168.20  86.05   4.12 266.59 182.78  97.08
  9.25 264.36 172.85  80.13 346.67 237.90 144.37  51.51 319.77 214.59
126.43  40.40 316.34 218.65 136.67  54.61 331.69 232.17 145.66  57.01
326.47 219.39 126.33  32.72 299.01 190.63  98.15   6.98 277.57 175.20
 89.97   6.53 284.23 187.28 104.97  21.52 296.29 193.91 104.49  13.31
280.82 172.44  78.74 345.13 252.06 144.99  54.46 325.82 239.32 139.81
 56.89 334.83 252.86 155.16  71.08 345.05 256.88 151.69  59.95 327.08
233.55 124.78  31.33 298.61 207.10 102.22  14.40 288.71 204.91 107.39
 25.45 303.29 220.17 120.35  33.49 304.51 213.70 106.42  13.24 279.58
185.91
2KM(SN)2
319.32  36.53 116.92 201.39 290.11  39.61 135.05 232.51 331.05  86.74
184.63 280.79  14.30 121.25 207.05 288.63   6.67  99.49 174.61 250.56
328.84  67.74 153.88 244.13 337.88  91.24 189.22 287.91  26.40 140.76
236.00 328.21  56.60 157.73 237.82 314.84  30.20 122.45 199.14 278.70
  2.20 106.99 198.69 293.55  30.65 146.04 244.76 342.90  79.55 190.74
281.56   8.32  90.81 186.56 262.76 337.90  53.52 148.15 229.16 314.32
 43.69 153.73 249.56 347.26  85.89 201.51 299.19  34.98 127.97 234.28
319.38  40.33 117.91 210.51 285.66   1.89  80.68 180.24 267.07 357.94
 92.17 205.86 304.02  42.74 141.11 255.19 350.00  81.65 169.37 269.81
349.32  65.97 141.21 233.59 310.64  30.79 114.98 220.44 312.71  47.99
145.35 243.83 342.52  80.49 176.81 287.53  17.74 103.82 185.66 280.91
356.84  71.96 147.79 242.88 324.51  50.36 140.36 250.91 347.10  85.00
183.69 299.23  36.67 132.08 224.54 330.21  54.62 134.96 212.13 304.56
 19.78  96.32 175.64 275.87   3.37  94.83 189.51 303.50  41.81 140.53
238.76 352.55  86.92 177.98 265.03   4.81  83.78 160.10 235.26 327.80
 45.26 126.00 210.87 316.98  49.79 145.47 243.08 358.68  97.32 195.08
291.05  41.25 130.83 216.22 297.41  32.19 107.89 183.02 259.11 354.70
 76.98 163.52 254.15   5.19 101.72 199.81 298.54  53.97 151.14 246.14
338.03  83.04 166.76 246.51 323.30  55.59 130.92 207.81 287.70  28.62
116.79 208.83 303.94  58.21 156.65 255.36 353.42 106.88 200.78 291.23
 17.60  99.71 178.17 254.22 329.33  62.07 139.97 221.33 306.88  53.63
146.95 242.99 340.83  96.50 195.06 292.60  28.19 137.88 226.81 311.52
 32.10 126.45 201.96 277.14 353.53  89.63 172.58 259.79 351.01 102.51
199.36 297.61  36.35 151.65 248.54 343.10  74.42 178.76 261.81 341.01
 57.46 149.65 225.13 302.41  22.89 124.48 213.31 305.89  41.41 155.93
254.48 353.14  91.00 204.13 297.53  27.38 113.05 211.52 289.50   5.29
 80.39 173.38 251.76 333.77  60.02 167.39 261.22 357.61  95.64 211.36
309.82  47.11 142.29 251.43 339.70  63.72 143.70 237.65 313.00  28.28
105.01 201.67 285.29  13.19 104.99 216.94 314.07  52.46 151.19 266.33
  2.91  97.01 187.73 291.38  13.76  92.43 168.57 260.70 336.37  54.08
135.18 237.47 326.95  60.06 155.97 270.72   9.34 107.94 205.59 318.34
 51.23 140.43 225.41 323.25  40.77 116.35 191.49 284.77   3.66  86.33
173.27 281.26  15.56 112.28 210.48 326.23  64.56 161.57 256.32   4.89
 92.49 175.82 255.23 348.81  64.05 139.46 216.57 313.82  38.13 126.69
219.06 331.42  68.82 167.33 266.03  20.98 117.23 210.84 300.94  43.90
125.63 203.80 279.67  11.78  87.67 165.85 247.59 350.57  80.69 174.31
270.58  25.54 124.22 222.72 320.13  72.49 164.83 253.38 337.67  74.89
152.00 227.41 302.63  36.23 115.67 199.01 286.64  35.22 129.97 226.99
325.34  81.09 179.27 275.98  10.28 118.25 205.17 287.83   6.69  99.96
175.12 250.70 328.22  66.08 151.08 240.30 333.21  85.97 183.62 282.21
 20.84
NO3
274.81  30.64 145.08 258.23  10.39  59.09 170.23 281.18  32.05  80.10
191.02 302.09  53.47 102.58 215.38 329.40  84.82 138.62 255.69  12.23
127.54 178.64 291.36  43.23 154.58 202.81 313.72  64.59 175.46 223.61
334.77  86.33 198.56 248.98   3.53 119.46 236.37 290.54  46.65 161.41
274.82 324.36  76.00 187.21 298.19 346.26  97.12 208.01 319.04   7.51
119.29 231.87 345.58  37.87 154.26 271.31  28.06  80.86 195.08 308.04
